Delivery_person_Age,Delivery_person_Ratings,Weather_conditions,Road_traffic_density,Vehicle_condition,Type_of_order,Type_of_vehicle,multiple_deliveries,Festival,City,Time_taken (min),Ordered_Time_Hour,Ordered_Time_Minute,distance
27,4.7,Windy,Jam,0,Snack,motorcycle,1.0,No,Metropolitian,36,20,10,4.663600819587387
25,4.9,Stormy,Low,2,Meal,scooter,0.0,No,Urban,16,1,0,16.648636987261938
26,4.8,Sunny,Jam,0,Meal,motorcycle,0.0,No,Metropolitian,24,21,25,19.916274899797408
30,4.6,Windy,Low,1,Buffet,motorcycle,1.0,No,Metropolitian,28,23,45,9.121425981981249
28,4.5,Sandstorms,Low,0,Buffet,motorcycle,1.0,No,Metropolitian,29,10,55,3.1055339788849823
35,4.7,Fog,Low,3,Meal,electric_scooter,1.0,No,Metropolitian,33,21,0,9.326872529115304
29,4.5,Windy,Medium,2,Snack,electric_scooter,1.0,No,Metropolitian,26,17,15,12.420750050313671
35,4.7,Sandstorms,Low,1,Buffet,motorcycle,1.0,No,Metropolitian,15,21,0,1.5525398251397549
20,4.6,Windy,Low,2,Snack,electric_scooter,0.0,No,Urban,14,21,0,1.5725337292863206
28,4.8,Sandstorms,Jam,2,Snack,scooter,1.0,No,Metropolitian,22,20,55,16.636875038860897
36,4.5,Sunny,Medium,2,Drinks,scooter,1.0,No,Metropolitian,15,16,40,6.081139317039376
34,4.9,Windy,High,2,Meal,motorcycle,1.0,No,Metropolitian,28,13,25,5.968814211616434
25,4.8,Sunny,Low,0,Snack,motorcycle,0.0,No,Urban,10,9,25,1.514805885929248
39,4.6,Stormy,Low,2,Buffet,scooter,0.0,No,Metropolitian,17,23,55,13.583068670275283
24,4.2,Sandstorms,Jam,0,Buffet,motorcycle,1.0,No,Metropolitian,34,21,0,12.58026782240096
26,4.5,Sunny,Low,0,Meal,motorcycle,1.0,No,Urban,15,22,40,9.219708856174128
29,4.6,Fog,Medium,0,Drinks,motorcycle,1.0,No,Metropolitian,25,15,20,6.210607623190057
35,4.6,Sunny,High,1,Snack,scooter,0.0,No,Metropolitian,15,13,35,6.209141643213009
34,4.9,Stormy,High,2,Snack,electric_scooter,1.0,No,Metropolitian,30,14,35,6.210069011405746
27,4.8,Sunny,Low,1,Drinks,scooter,0.0,No,Metropolitian,20,10,55,2.980249384918756
32,4.6,Sunny,Medium,0,Drinks,motorcycle,1.0,No,Metropolitian,26,18,10,10.587929946825923
37,4.5,Sunny,Jam,2,Buffet,electric_scooter,1.0,No,Urban,16,20,30,10.867908640310418
36,4.6,Fog,Medium,0,Drinks,motorcycle,1.0,No,Metropolitian,30,18,10,9.05586019430546
28,4.6,Sunny,Jam,2,Buffet,scooter,1.0,No,Urban,21,20,25,10.725566076623076
33,4.6,Stormy,Low,2,Buffet,motorcycle,1.0,No,Metropolitian,20,23,25,10.906470984869689
36,4.7,Windy,Low,2,Snack,electric_scooter,0.0,No,Metropolitian,23,22,15,20.85172635753384
31,4.8,Sandstorms,Low,1,Snack,motorcycle,0.0,No,Metropolitian,22,21,0,3.1047992381869647
24,4.6,Stormy,Medium,2,Drinks,electric_scooter,1.0,No,Urban,26,18,45,7.719450234291639
34,4.9,Fog,Jam,0,Drinks,motorcycle,1.0,Yes,Metropolitian,40,19,10,14.15280068944862
27,5.0,Sunny,Low,2,Meal,electric_scooter,0.0,No,Metropolitian,19,21,0,2.979763497462109
36,4.6,Fog,High,2,Meal,electric_scooter,0.0,No,Metropolitian,25,11,15,3.0406978536516327
26,4.0,Windy,Low,0,Buffet,motorcycle,0.0,No,Metropolitian,22,10,25,3.1089998000385437
29,4.2,Fog,Jam,1,Buffet,motorcycle,1.0,No,Metropolitian,32,21,40,7.448379823536196
23,4.9,Sunny,Low,0,Buffet,motorcycle,1.0,No,Metropolitian,29,23,35,11.91712870001259
32,4.8,Fog,Jam,0,Meal,motorcycle,3.0,No,Metropolitian,53,21,45,10.906379374468557
25,4.5,Windy,Jam,2,Snack,motorcycle,1.0,No,Metropolitian,18,19,55,7.546876906900249
24,4.7,Windy,Medium,0,Drinks,motorcycle,1.0,No,Metropolitian,29,17,20,20.25401003649676
29,4.8,Sandstorms,Low,1,Drinks,motorcycle,0.0,No,Metropolitian,18,22,10,9.19295116708344
25,4.0,Windy,Low,0,Meal,motorcycle,0.0,No,Metropolitian,19,10,45,1.5298767913547426
30,4.7,Sunny,Low,2,Snack,electric_scooter,0.0,No,Urban,15,9,45,1.5203573134022046
35,4.7,Sunny,Jam,0,Buffet,motorcycle,3.0,No,Urban,44,20,55,14.021848812228344
36,4.9,Sunny,Low,0,Meal,motorcycle,1.0,No,Metropolitian,23,8,30,3.025279772423236
34,3.5,Sandstorms,Medium,1,Meal,scooter,1.0,No,Metropolitian,38,17,15,17.076492495612452
26,4.8,Fog,Medium,2,Meal,motorcycle,2.0,No,Metropolitian,32,17,15,20.181161774852512
34,4.7,Stormy,Medium,0,Drinks,motorcycle,1.0,No,Metropolitian,35,17,30,4.46931202175492
23,4.7,Sandstorms,Jam,2,Buffet,electric_scooter,1.0,No,Metropolitian,24,19,15,16.822155609317257
38,4.7,Sandstorms,Jam,0,Buffet,motorcycle,0.0,No,Metropolitian,30,21,55,4.469557550709276
26,5.0,Stormy,Jam,0,Buffet,motorcycle,1.0,No,Metropolitian,30,21,0,4.560890658020926
27,4.9,Sandstorms,Jam,0,Buffet,motorcycle,0.0,No,Metropolitian,20,19,15,7.646982582847269
38,4.7,Sunny,Low,2,Buffet,scooter,1.0,No,Urban,20,1,0,12.256321133212229
22,4.6,Stormy,Low,2,Drinks,scooter,1.0,No,Metropolitian,18,23,25,13.413644078076244
20,4.7,Windy,Jam,2,Buffet,scooter,1.0,No,Urban,20,20,30,4.657591594952301
33,4.4,Fog,Medium,1,Snack,scooter,1.0,No,Metropolitian,36,17,20,17.07794943732462
35,4.0,Windy,High,1,Meal,scooter,1.0,No,Metropolitian,33,14,55,6.21800119018663
31,4.9,Fog,Medium,2,Buffet,scooter,1.0,No,Urban,18,18,35,4.561152427256372
28,4.8,Fog,High,2,Buffet,motorcycle,1.0,No,Metropolitian,22,14,25,6.232189890723436
21,4.1,Windy,Jam,0,Snack,motorcycle,1.0,No,Urban,35,19,20,11.00773476374462
35,4.6,Stormy,High,2,Snack,scooter,0.0,No,Metropolitian,33,13,20,6.210145663324764
35,5.0,Windy,Jam,2,Drinks,scooter,1.0,No,Metropolitian,29,21,0,4.596336792438924
37,4.9,Stormy,Low,2,Buffet,motorcycle,0.0,No,Metropolitian,17,23,50,12.233735310134827
33,4.7,Windy,Medium,0,Buffet,motorcycle,1.0,No,Metropolitian,27,15,20,6.232341754608859
34,4.0,Windy,Low,0,Meal,motorcycle,1.0,No,Urban,33,23,55,9.22014751541987
22,4.7,Cloudy,Low,2,Meal,electric_scooter,1.0,No,Metropolitian,29,23,25,16.824772113250837
35,4.7,Fog,Low,3,Meal,scooter,0.0,No,Metropolitian,27,21,0,4263.587286296326
31,3.6,Stormy,Medium,1,Meal,scooter,1.0,No,Metropolitian,37,17,40,19.76171176132034
20,4.9,Fog,Low,2,Drinks,electric_scooter,0.0,No,Metropolitian,20,23,35,13.7362701343565
20,4.8,Sunny,Low,0,Meal,motorcycle,1.0,No,Urban,21,23,55,20.20634606758301
24,4.7,Windy,Medium,0,Buffet,motorcycle,1.0,No,Metropolitian,25,18,50,17.072871906399556
23,4.2,Windy,Low,0,Drinks,motorcycle,1.0,No,Urban,17,22,40,4.663544352411129
24,4.8,Sandstorms,Jam,1,Buffet,scooter,0.0,No,Metropolitian,10,21,20,9.05536131845396
20,4.7,Stormy,Medium,1,Snack,motorcycle,1.0,No,Urban,25,18,40,4.540565975649032
20,5.0,Sunny,Medium,1,Buffet,motorcycle,1.0,No,Urban,15,17,35,9.081848162010717
24,5.0,Windy,Jam,2,Meal,scooter,1.0,No,Metropolitian,26,20,30,11.916679298853882
33,4.8,Sunny,Jam,2,Meal,electric_scooter,1.0,No,Metropolitian,22,21,40,10.565032566504131
22,4.7,Windy,Jam,2,Snack,scooter,1.0,No,Urban,10,19,45,9.315071060294844
37,4.6,Stormy,High,1,Buffet,motorcycle,1.0,No,Metropolitian,31,13,25,6.2105896103141776
25,4.7,Stormy,Jam,0,Drinks,motorcycle,1.0,No,Metropolitian,25,19,55,12.419787919082207
25,4.8,Sandstorms,Low,1,Buffet,scooter,0.0,No,Metropolitian,18,22,15,4.537860442229041
31,4.6,Windy,Low,2,Buffet,motorcycle,0.0,No,Urban,26,22,40,17.076490143794658
25,4.6,Windy,Jam,1,Meal,motorcycle,0.0,No,Urban,26,19,40,9.121421674135904
38,4.6,Sandstorms,Low,2,Meal,electric_scooter,0.0,No,Urban,29,9,40,1.5725337292863206
36,4.7,Sandstorms,Low,2,Snack,electric_scooter,1.0,No,Metropolitian,29,21,0,4.590648124312415
34,4.6,Cloudy,Jam,2,Drinks,electric_scooter,1.0,No,Metropolitian,27,21,30,4.5877613789702085
23,5.0,Stormy,Jam,0,Snack,motorcycle,0.0,No,Metropolitian,30,21,25,12.58026782240096
20,4.8,Windy,Medium,2,Drinks,electric_scooter,1.0,No,Urban,25,15,55,6.080949025950904
22,4.6,Sandstorms,Jam,0,Snack,motorcycle,1.0,No,Metropolitian,31,20,45,10.563519849475314
36,4.9,Windy,Low,0,Buffet,motorcycle,1.0,No,Metropolitian,23,22,20,10.906379374468557
32,3.7,Sandstorms,Jam,2,Buffet,motorcycle,0.0,No,Metropolitian,44,20,45,19.68841340777118
29,4.7,Fog,High,1,Meal,motorcycle,1.0,No,Metropolitian,21,11,25,1.4898424937942714
26,4.7,Sandstorms,Jam,2,Snack,electric_scooter,0.0,No,Metropolitian,18,20,45,12.43553817483687
37,5.0,Sunny,Low,1,Snack,motorcycle,1.0,No,Metropolitian,14,23,20,8.936297424957562
20,4.8,Cloudy,High,2,Meal,scooter,1.0,No,Urban,33,11,45,1.5263994754502583
35,4.5,Stormy,Low,2,Snack,motorcycle,0.0,No,Metropolitian,22,23,35,13.582337494192412
32,4.4,Windy,Jam,2,Snack,electric_scooter,1.0,No,Metropolitian,43,20,50,12.098714903153644
33,4.8,Sandstorms,Jam,1,Snack,motorcycle,1.0,No,Metropolitian,29,20,30,17.07395729139767
39,4.6,Stormy,Medium,1,Meal,scooter,0.0,No,Metropolitian,30,16,45,6.232193723015724
30,4.9,Windy,High,1,Snack,scooter,1.0,No,Metropolitian,28,11,55,1.529162766029632
21,5.0,Sunny,Low,2,Snack,motorcycle,1.0,No,Metropolitian,15,10,45,3.0408940852046724
31,4.7,Cloudy,Low,1,Meal,scooter,1.0,No,Metropolitian,18,23,25,4.610379843931304
26,4.6,Sunny,Low,0,Drinks,motorcycle,1.0,No,Metropolitian,22,1,0,16.647924695165646
35,4.7,Cloudy,Low,2,Drinks,electric_scooter,1.0,No,Metropolitian,27,23,15,16.600066636057477
34,4.4,Cloudy,High,1,Snack,scooter,1.0,No,Metropolitian,39,12,10,6.232472211118879
22,4.8,Cloudy,Low,1,Snack,motorcycle,0.0,No,Metropolitian,18,10,20,3.11617292179438
23,4.5,Sandstorms,Medium,2,Buffet,scooter,1.0,No,Metropolitian,17,17,45,10.86586608780909
31,4.4,Windy,Jam,1,Snack,motorcycle,1.0,No,Metropolitian,37,21,55,16.60095424935038
20,4.8,Cloudy,High,2,Snack,scooter,1.0,No,Metropolitian,26,11,40,3.018226484999601
29,4.7,Stormy,Low,2,Drinks,electric_scooter,0.0,No,Metropolitian,15,22,50,4.681596819866367
37,4.8,Sandstorms,Jam,1,Snack,motorcycle,1.0,No,Metropolitian,29,19,30,4.717601092054723
34,3.8,Windy,Jam,2,Drinks,scooter,0.0,No,Metropolitian,41,20,25,12.103166363270562
25,4.7,Stormy,Medium,2,Snack,scooter,0.0,No,Metropolitian,24,18,55,4.590771505102241
27,4.6,Windy,Low,2,Buffet,scooter,1.0,No,Urban,16,22,35,4.537860442229041
31,4.4,Sandstorms,Medium,2,Buffet,motorcycle,1.0,No,Metropolitian,33,15,35,6.081185877714607
29,4.7,Fog,High,0,Drinks,motorcycle,0.0,No,Urban,22,11,35,3.145067434621583
29,4.7,Windy,Low,1,Drinks,motorcycle,1.0,No,Metropolitian,14,23,45,9.177484636525245
32,4.6,Cloudy,Jam,1,Buffet,motorcycle,2.0,No,Metropolitian,46,19,55,12.419634114062015
22,3.3,Sunny,Low,2,Snack,scooter,1.0,No,Metropolitian,37,21,0,20.555026364273903
29,5.0,Cloudy,Medium,0,Buffet,motorcycle,1.0,No,Metropolitian,24,17,15,4.579055040914325
35,4.3,Sandstorms,Jam,0,Meal,motorcycle,1.0,No,Urban,34,21,0,4.561152341209805
32,5.0,Stormy,Medium,2,Drinks,scooter,1.0,No,Metropolitian,31,18,40,7.660898979387872
37,4.9,Sunny,Jam,2,Snack,electric_scooter,1.0,No,Urban,19,21,10,9.22041869455818
29,4.6,Fog,Jam,2,Meal,scooter,1.0,No,Metropolitian,44,19,45,13.611544388190577
21,4.7,Fog,Low,2,Drinks,motorcycle,1.0,No,Metropolitian,27,1,0,13.771140253368426
37,4.3,Cloudy,Medium,2,Meal,scooter,1.0,No,Metropolitian,42,21,0,13.611566722125083
31,5.0,Sandstorms,Low,1,Drinks,scooter,0.0,No,Metropolitian,17,22,55,10.569496921731533
36,4.1,Windy,Medium,1,Drinks,scooter,1.0,No,Urban,32,16,35,6.128804224238058
39,4.8,Sandstorms,Low,2,Drinks,motorcycle,1.0,No,Metropolitian,23,8,35,3.0586973138796734
38,3.6,Stormy,Jam,1,Drinks,scooter,0.0,No,Metropolitian,35,21,35,13.989512471854455
38,4.9,Sunny,High,2,Drinks,motorcycle,0.0,No,Urban,20,13,55,5.958756242189327
36,4.9,Fog,High,2,Meal,electric_scooter,1.0,No,Metropolitian,28,11,30,1.5137650551016817
26,4.9,Sunny,Jam,2,Meal,electric_scooter,1.0,No,Metropolitian,16,19,30,16.90295553948897
33,4.7,Sandstorms,Low,1,Meal,scooter,0.0,No,Metropolitian,28,23,55,16.83409066322075
39,4.0,Fog,Low,0,Snack,motorcycle,1.0,Yes,Metropolitian,44,23,25,16.608224637742175
36,4.3,Sandstorms,Medium,2,Buffet,scooter,1.0,No,Urban,35,17,30,19.97515257949553
28,4.6,Windy,Medium,2,Meal,electric_scooter,1.0,No,Metropolitian,20,17,55,13.830709083522445
28,4.8,Sunny,Jam,2,Snack,scooter,1.0,No,Metropolitian,14,20,30,7.448379823536196
39,4.8,Sunny,Low,1,Snack,motorcycle,1.0,No,Metropolitian,29,22,35,10.8682628201097
37,4.7,Sunny,High,1,Meal,scooter,1.0,No,Metropolitian,24,14,20,6.0815918838319005
32,4.9,Cloudy,Jam,0,Meal,motorcycle,1.0,No,Urban,30,19,35,9.087980108212484
25,4.9,Cloudy,Low,2,Meal,scooter,0.0,No,Metropolitian,23,23,30,12.463962426993913
20,4.7,Sandstorms,Low,1,Buffet,scooter,0.0,No,Metropolitian,18,1,0,9.157702644261322
20,5.0,Fog,Jam,1,Drinks,scooter,1.0,No,Urban,24,21,35,4.717601092054723
25,4.5,Cloudy,Low,1,Drinks,motorcycle,1.0,No,Metropolitian,29,23,25,16.659963190057415
20,4.6,Stormy,Medium,2,Snack,motorcycle,0.0,No,Urban,25,17,15,10.586595268060288
28,4.6,Sunny,Low,0,Meal,motorcycle,0.0,No,Urban,17,10,10,3.073782598017619
21,4.6,Cloudy,Jam,0,Meal,motorcycle,1.0,No,Metropolitian,26,21,0,7.761284984440735
29,4.6,Sandstorms,Jam,1,Buffet,motorcycle,1.0,No,Metropolitian,19,21,15,20.85094842431187
23,4.1,Stormy,Jam,0,Snack,motorcycle,0.0,Yes,Metropolitian,39,21,0,13.828993309155416
35,4.7,Windy,Medium,0,Snack,motorcycle,1.0,No,Urban,33,21,0,5.860424706255913
24,4.6,Sandstorms,Jam,2,Meal,motorcycle,0.0,No,Metropolitian,19,21,15,13.612594236925654
35,4.2,Sandstorms,Jam,0,Buffet,motorcycle,0.0,No,Metropolitian,47,20,30,20.28602593785875
30,4.7,Fog,Medium,0,Drinks,motorcycle,0.0,No,Metropolitian,26,15,20,6.208989450210038
24,3.1,Sunny,Low,2,Meal,scooter,1.0,No,Metropolitian,31,23,40,12.421212735966002
38,4.0,Fog,High,0,Drinks,motorcycle,2.0,No,Metropolitian,34,13,35,6.040113680144922
23,4.6,Cloudy,Low,1,Meal,scooter,1.0,No,Urban,14,10,35,3.025279772423236
24,4.7,Cloudy,Medium,1,Snack,motorcycle,0.0,No,Metropolitian,37,17,20,12.435005114517455
25,4.8,Sunny,Jam,1,Buffet,scooter,1.0,No,Urban,11,21,40,10.60245939514964
25,4.8,Cloudy,Jam,0,Snack,motorcycle,0.0,No,Metropolitian,45,19,50,16.384502397510182
29,4.6,Fog,Low,1,Snack,motorcycle,0.0,No,Metropolitian,17,8,55,2.979521049499924
20,4.8,Sandstorms,Low,0,Buffet,motorcycle,1.0,No,Urban,18,1,0,19.97462742500737
23,4.9,Fog,Medium,0,Snack,motorcycle,1.0,No,Metropolitian,37,18,25,20.180936931739232
27,4.7,Windy,Low,2,Buffet,motorcycle,0.0,No,Metropolitian,10,21,0,12.256046315965444
31,4.7,Cloudy,Medium,1,Snack,scooter,0.0,No,Metropolitian,18,17,50,4.596543327364382
32,4.6,Stormy,Low,2,Meal,motorcycle,1.0,No,Metropolitian,27,23,30,8.988078689850926
21,4.8,Windy,Jam,2,Meal,motorcycle,0.0,No,Metropolitian,28,21,15,7.546800541055753
35,4.7,Stormy,Medium,1,Buffet,motorcycle,1.0,No,Metropolitian,27,21,0,4.560928430651938
29,4.0,Fog,Jam,1,Meal,motorcycle,1.0,No,Metropolitian,42,19,15,16.824331819052116
30,5.0,Cloudy,Jam,2,Meal,scooter,1.0,No,Urban,32,19,50,9.220865975037842
29,4.7,Sandstorms,Jam,0,Drinks,motorcycle,0.0,No,Metropolitian,28,20,30,12.162306145096023
20,4.9,Windy,Low,0,Meal,motorcycle,0.0,No,Metropolitian,24,22,25,12.161069532201358
22,4.6,Stormy,Jam,2,Snack,scooter,1.0,No,Metropolitian,15,20,25,4.610405794808594
22,4.9,Stormy,Medium,2,Drinks,motorcycle,1.0,No,Metropolitian,27,18,55,16.384574278446483
34,4.9,Cloudy,Medium,1,Drinks,scooter,1.0,No,Urban,31,17,45,16.36821593346809
39,4.5,Sandstorms,Medium,1,Buffet,motorcycle,1.0,No,Metropolitian,26,17,40,19.76009151967568
32,4.1,Windy,Jam,0,Meal,motorcycle,0.0,No,Urban,49,20,10,13.612594236925654
22,4.6,Sandstorms,High,0,Buffet,motorcycle,1.0,No,Urban,15,11,30,1.5368293119662575
35,4.6,Fog,Low,0,Buffet,motorcycle,0.0,No,Urban,25,10,10,1.514788572005127
23,5.0,Fog,Jam,1,Snack,scooter,0.0,No,Metropolitian,43,19,55,13.428041978466275
35,4.7,Windy,Jam,1,Snack,motorcycle,2.0,No,Metropolitian,42,21,0,12.099374423360768
35,4.6,Fog,High,1,Buffet,scooter,1.0,No,Metropolitian,36,11,45,1.4898452333109369
36,4.8,Sunny,Medium,1,Buffet,motorcycle,1.0,No,Metropolitian,18,15,10,6.081596950437154
31,4.8,Windy,Low,2,Meal,scooter,1.0,No,Urban,21,22,25,9.314781588433537
29,4.7,Cloudy,High,1,Meal,scooter,1.0,No,Metropolitian,26,13,35,6.128249797982013
39,4.7,Fog,Low,2,Meal,motorcycle,1.0,No,Metropolitian,19,10,40,1.552358479577722
35,4.7,Cloudy,Medium,1,Snack,motorcycle,0.0,No,Metropolitian,19,21,0,5.958963420481106
38,5.0,Sandstorms,Jam,2,Buffet,motorcycle,1.0,No,Urban,26,21,10,9.315725653468126
21,5.0,Sandstorms,Jam,0,Meal,motorcycle,1.0,No,Metropolitian,28,21,0,12.161131350318817
22,4.3,Stormy,Jam,0,Drinks,motorcycle,0.0,No,Metropolitian,36,19,50,9.435201537430713
24,5.0,Cloudy,High,2,Buffet,motorcycle,1.0,No,Urban,26,11,15,1.529751878579505
24,4.6,Fog,Low,2,Buffet,motorcycle,0.0,No,Urban,14,9,55,1.5544994921789963
36,4.8,Sandstorms,Medium,1,Meal,scooter,0.0,No,Metropolitian,33,18,10,4.395412768889443
35,4.8,Cloudy,Medium,1,Buffet,scooter,0.0,No,Urban,35,18,50,16.60924614500132
36,4.7,Cloudy,Medium,2,Meal,scooter,0.0,No,Metropolitian,18,17,40,7.862668167410368
22,4.7,Stormy,Medium,0,Snack,motorcycle,1.0,No,Urban,21,18,15,11.00773476374462
20,4.6,Stormy,Medium,1,Buffet,motorcycle,1.0,No,Metropolitian,28,17,15,9.220373067021216
28,4.9,Fog,Low,1,Meal,scooter,1.0,No,Metropolitian,14,23,50,9.121350389794664
25,4.6,Stormy,Low,2,Meal,scooter,1.0,No,Metropolitian,11,23,45,10.905993510336607
32,4.9,Sunny,Medium,1,Snack,scooter,1.0,No,Metropolitian,17,18,10,20.44292976252901
32,4.7,Sandstorms,High,1,Drinks,scooter,1.0,No,Urban,33,11,55,3.1161423837882567
25,4.9,Stormy,High,0,Drinks,motorcycle,1.0,No,Metropolitian,18,14,15,6.081596950437154
34,5.0,Cloudy,Medium,0,Drinks,motorcycle,0.0,No,Metropolitian,41,18,50,17.098593053938863
22,5.0,Sandstorms,Jam,2,Meal,scooter,1.0,No,Metropolitian,16,19,55,13.681590426854768
29,4.6,Cloudy,Medium,1,Snack,motorcycle,1.0,No,Metropolitian,27,18,55,20.18090860125022
30,4.9,Sandstorms,Low,0,Drinks,motorcycle,1.0,No,Metropolitian,21,22,10,13.972131143083212
34,4.0,Cloudy,Jam,0,Snack,motorcycle,0.0,No,Metropolitian,32,19,40,7.772253320446165
31,4.8,Fog,Jam,1,Buffet,scooter,2.0,No,Metropolitian,46,21,25,13.788957415778516
36,4.9,Stormy,Low,1,Snack,scooter,1.0,No,Metropolitian,27,1,0,19.88997830374344
24,4.7,Fog,Jam,2,Drinks,scooter,0.0,No,Metropolitian,23,20,25,9.121499067661926
22,4.7,Sandstorms,Medium,1,Drinks,scooter,1.0,No,Metropolitian,27,17,20,4.476825727149395
31,4.2,Fog,Jam,0,Buffet,motorcycle,1.0,No,Urban,32,21,0,7.6470478692714
35,4.7,Sunny,Low,0,Meal,motorcycle,1.0,No,Metropolitian,24,21,0,16.72211837577326
25,4.7,Stormy,High,1,Drinks,scooter,0.0,No,Metropolitian,22,14,30,5.9690346942813095
38,4.1,Cloudy,Jam,2,Snack,motorcycle,3.0,No,Metropolitian,49,20,25,17.074786485938343
27,4.7,Fog,Jam,0,Buffet,motorcycle,1.0,No,Metropolitian,35,21,20,13.78848075238715
26,4.8,Fog,Medium,2,Snack,scooter,0.0,No,Urban,30,17,25,10.868130915669624
37,4.8,Stormy,Medium,0,Snack,motorcycle,2.0,No,Metropolitian,34,18,10,9.055855161965924
22,4.6,Stormy,Medium,0,Drinks,motorcycle,1.0,No,Metropolitian,24,17,20,7.790401360105752
20,4.0,Fog,Jam,1,Snack,scooter,1.0,No,Urban,42,21,0,19.359307695550992
23,4.7,Sandstorms,Low,0,Snack,motorcycle,1.0,No,Metropolitian,23,23,55,12.254988311075596
35,4.9,Windy,High,1,Snack,motorcycle,0.0,No,Metropolitian,25,12,25,6.232150258829198
34,4.6,Cloudy,Jam,2,Snack,electric_scooter,2.0,No,Metropolitian,44,21,25,20.18063511411472
27,4.9,Sandstorms,Medium,0,Drinks,motorcycle,0.0,No,Metropolitian,13,18,35,4.717601092054723
38,4.7,Windy,High,0,Meal,motorcycle,1.0,No,Metropolitian,43,13,35,6.232393050016768
35,4.7,Fog,Low,3,Drinks,electric_scooter,1.0,No,Metropolitian,36,21,0,19.916260009775197
34,5.0,Windy,Medium,1,Drinks,scooter,0.0,No,Metropolitian,31,15,10,5.960345509794303
36,4.6,Cloudy,Low,0,Buffet,motorcycle,1.0,No,Metropolitian,24,8,40,3.0271362191029247
31,4.0,Stormy,Low,0,Meal,motorcycle,1.0,No,Metropolitian,30,9,40,3.1054853062814938
22,4.7,Fog,High,0,Snack,motorcycle,1.0,No,Metropolitian,25,13,40,6.058919182290143
39,3.6,Stormy,Jam,2,Meal,scooter,1.0,No,Metropolitian,33,21,0,12.116950608888414
23,4.8,Sandstorms,Medium,0,Meal,motorcycle,1.0,No,Metropolitian,28,18,10,4.65818248829983
28,4.7,Stormy,Medium,0,Drinks,motorcycle,0.0,No,Metropolitian,20,15,30,6.128757701629757
24,5.0,Sunny,Low,0,Drinks,motorcycle,1.0,No,Urban,12,23,40,7.450185408246093
31,5.0,Fog,Low,0,Drinks,motorcycle,1.0,No,Metropolitian,41,23,45,10.866215152975023
35,4.7,Fog,Low,3,Meal,scooter,0.0,No,Urban,25,21,0,17335.990713915548
37,4.5,Stormy,Low,1,Buffet,scooter,1.0,No,Urban,22,23,55,10.881329493408392
20,4.2,Sandstorms,Low,0,Meal,motorcycle,0.0,No,Metropolitian,26,10,20,1.5725337292863206
24,4.7,Stormy,Jam,1,Drinks,motorcycle,1.0,No,Urban,16,20,40,14.15280068944862
23,4.9,Fog,High,0,Meal,motorcycle,1.0,No,Metropolitian,21,14,40,6.081440797008078
26,4.8,Cloudy,Jam,0,Drinks,motorcycle,0.0,No,Urban,46,19,50,17.074786485938343
20,4.6,Stormy,Low,2,Meal,motorcycle,1.0,No,Metropolitian,17,8,35,1.53691398960797
25,4.6,Cloudy,Low,2,Drinks,scooter,1.0,No,Metropolitian,18,23,40,4.4691938252042425
26,4.8,Fog,Jam,0,Snack,motorcycle,0.0,No,Urban,23,20,50,7.48998095899907
37,4.8,Cloudy,Low,1,Buffet,scooter,1.0,No,Metropolitian,16,8,50,1.5526929456613003
38,4.6,Sandstorms,Jam,0,Drinks,motorcycle,3.0,Yes,Metropolitian,54,21,0,19.760743726313585
39,4.1,Windy,Medium,0,Snack,motorcycle,1.0,No,Metropolitian,34,17,25,13.973206773137711
35,4.8,Sunny,Jam,1,Buffet,scooter,1.0,No,Metropolitian,24,19,50,4.560903158461033
29,4.7,Fog,Medium,0,Drinks,motorcycle,1.0,No,Metropolitian,27,17,30,8.79016455504953
25,4.7,Stormy,Jam,2,Snack,scooter,0.0,No,Urban,16,20,15,7.660582694185052
39,4.1,Fog,Jam,2,Buffet,motorcycle,1.0,No,Metropolitian,37,19,35,9.182882169250194
22,4.1,Stormy,Low,0,Snack,motorcycle,0.0,No,Urban,19,22,20,4.674184358398377
27,4.8,Windy,Medium,1,Drinks,scooter,0.0,No,Urban,16,17,40,12.42075039087061
25,4.6,Cloudy,Low,1,Drinks,motorcycle,1.0,No,Metropolitian,24,23,55,13.61128304620412
38,4.1,Sandstorms,Low,0,Drinks,motorcycle,1.0,No,Metropolitian,26,9,15,1.5725337292863206
34,4.7,Sunny,Jam,2,Snack,motorcycle,1.0,No,Metropolitian,24,20,30,10.641604779432296
20,4.8,Stormy,Medium,1,Drinks,scooter,1.0,No,Metropolitian,24,17,50,10.88065184853556
35,4.9,Windy,High,0,Drinks,motorcycle,1.0,No,Metropolitian,40,11,40,1.5527578022548725
37,5.0,Sunny,Low,2,Snack,motorcycle,0.0,No,Urban,16,22,20,9.348068923522018
32,5.0,Cloudy,Low,1,Drinks,scooter,1.0,No,Metropolitian,17,9,50,1.5725337292863206
35,4.0,Windy,Medium,0,Buffet,motorcycle,1.0,No,Semi-Urban,49,17,55,11.937283285240998
31,4.9,Sunny,Low,1,Meal,motorcycle,0.0,No,Metropolitian,12,9,30,1.5725337292863206
30,4.0,Stormy,Jam,0,Buffet,motorcycle,1.0,Yes,Semi-Urban,47,19,45,10.86883819011362
39,4.4,Fog,Medium,1,Snack,motorcycle,1.0,No,Metropolitian,41,17,50,12.099390766641624
30,4.6,Sandstorms,Low,2,Buffet,motorcycle,0.0,No,Urban,25,9,20,1.55813398149798
